"","CRID","Race","Gender","Victim"
"734","1005201","Black","Male","Black Male"
"735","1005263","Black","Male","Black Male"
"736","1005273","Black","Male","Black Male"
"737","1005294","Black","Male","Black Male"
"738","1005314","Black","Male","Black Male"
"739","1005316","Black","Male","Black Male"
"740","1005321","Black","Male","Black Male"
"741","1005322","Black","Male","Black Male"
"742","1005324","Black","Male","Black Male"
"743","1005333","Black","Male","Black Male"
"744","1005368","Black","Male","Black Male"
"745","1005370","Black","Male","Black Male"
"746","1005372","Black","Male","Black Male"
"747","1005375","Black","Male","Black Male"
"748","1005376","Black","Male","Black Male"
"749","1005383","Black","Male","Black Male"
"750","1005387","Black","Male","Black Male"
"751","1005394","Black","Male","Black Male"
"752","1005403","Black","Male","Black Male"
"753","1005414","Black","Male","Black Male"
"754","1005429","Black","Male","Black Male"
"755","1005432","Black","Male","Black Male"
"756","1005436","Black","Male","Black Male"
"757","1005438","Black","Male","Black Male"
"758","1005461","Black","Male","Black Male"
"759","1005466","Black","Male","Black Male"
"760","1005482","Black","Male","Black Male"
"761","1005487","Black","Male","Black Male"
"762","1005500","Black","Male","Black Male"
"763","1005512","Black","Male","Black Male"
"764","1005516","Black","Male","Black Male"
"765","1005518","Black","Male","Black Male"
"766","1005519","Black","Male","Black Male"
"767","1005521","Black","Male","Black Male"
"768","1005527","Black","Male","Black Male"
"769","1005529","Black","Male","Black Male"
"770","1005533","Black","Male","Black Male"
"771","1005536","Black","Male","Black Male"
"772","1005537","Black","Male","Black Male"
"773","1005549","Black","Male","Black Male"
"774","1005551","Black","Male","Black Male"
"775","1005553","Black","Male","Black Male"
"776","1005556","Black","Male","Black Male"
"777","1005566","Black","Male","Black Male"
"778","1005569","Black","Male","Black Male"
"779","1005574","Black","Male","Black Male"
"780","1005585","Black","Male","Black Male"
"781","1005594","Black","Male","Black Male"
"782","1005603","Black","Male","Black Male"
"783","1005612","Black","Male","Black Male"
"784","1005617","Black","Male","Black Male"
"785","1005619","Black","Male","Black Male"
"786","1005621","Black","Male","Black Male"
"787","1005630","Black","Male","Black Male"
"788","1005643","Black","Male","Black Male"
"789","1005649","Black","Male","Black Male"
"790","1005658","Black","Male","Black Male"
"791","1005660","Black","Male","Black Male"
"792","1005661","Black","Male","Black Male"
"793","1005666","Black","Male","Black Male"
"794","1005668","Black","Male","Black Male"
"795","1005694","Black","Male","Black Male"
"796","1005698","Black","Male","Black Male"
"797","1005706","Black","Male","Black Male"
"798","1005734","Black","Male","Black Male"
"799","1005741","Black","Male","Black Male"
"800","1005749","Black","Male","Black Male"
"801","1005761","Black","Male","Black Male"
"802","1005776","Black","Male","Black Male"
"803","1005788","Black","Male","Black Male"
"804","1005806","Black","Male","Black Male"
"805","1005807","Black","Male","Black Male"
"806","1005810","Black","Male","Black Male"
"807","1005824","Black","Male","Black Male"
"808","1005836","Black","Male","Black Male"
"809","1005842","Black","Male","Black Male"
"810","1005855","Black","Male","Black Male"
"811","1005864","Black","Male","Black Male"
"812","1005884","Black","Male","Black Male"
"813","1005885","Black","Male","Black Male"
"814","1005893","Black","Male","Black Male"
"815","1005898","Black","Male","Black Male"
"816","1005907","Black","Male","Black Male"
"817","1005908","Black","Male","Black Male"
"818","1005922","Black","Male","Black Male"
"819","1005926","Black","Male","Black Male"
"820","1005938","Black","Male","Black Male"
"821","1005942","Black","Male","Black Male"
"822","1005943","Black","Male","Black Male"
"823","1005959","Black","Male","Black Male"
"824","1005965","Black","Male","Black Male"
"825","1005981","Black","Male","Black Male"
"826","1005986","Black","Male","Black Male"
"827","1005993","Black","Male","Black Male"
"828","1006019","Black","Male","Black Male"
"829","1006027","Black","Male","Black Male"
"830","1006030","Black","Male","Black Male"
"831","1006037","Black","Male","Black Male"
"832","1006048","Black","Male","Black Male"
"833","1006052","Black","Male","Black Male"
"834","1006062","Black","Male","Black Male"
"835","1006068","Black","Male","Black Male"
"836","1006071","Black","Male","Black Male"
"837","1006092","Black","Male","Black Male"
"838","1006099","Black","Male","Black Male"
"839","1006108","Black","Male","Black Male"
"840","1006109","Black","Male","Black Male"
"841","1006113","Black","Male","Black Male"
"842","1006126","Black","Male","Black Male"
"843","1006137","Black","Male","Black Male"
"844","1006149","Black","Male","Black Male"
"845","1006179","Black","Male","Black Male"
"846","1006186","Black","Male","Black Male"
"847","1006187","Black","Male","Black Male"
"848","1006190","Black","Male","Black Male"
"849","1006198","Black","Male","Black Male"
"850","1006209","Black","Male","Black Male"
"851","1006215","Black","Male","Black Male"
"852","1006219","Black","Male","Black Male"
"853","1006224","Black","Male","Black Male"
"854","1006241","Black","Male","Black Male"
"855","1006292","Black","Male","Black Male"
"856","1006305","Black","Male","Black Male"
"857","1006309","Black","Male","Black Male"
"858","1006323","Black","Male","Black Male"
"859","1006339","Black","Male","Black Male"
"860","1006341","Black","Male","Black Male"
"861","1006342","Black","Male","Black Male"
"862","1006354","Black","Male","Black Male"
"863","1006360","Black","Male","Black Male"
"864","1006370","Black","Male","Black Male"
"865","1006373","Black","Male","Black Male"
"866","1006374","Black","Male","Black Male"
"867","1006380","Black","Male","Black Male"
"868","1006385","Black","Male","Black Male"
"869","1006386","Black","Male","Black Male"
"870","1006409","Black","Male","Black Male"
"871","1006413","Black","Male","Black Male"
"872","1006415","Black","Male","Black Male"
"873","1006446","Black","Male","Black Male"
"874","1006456","Black","Male","Black Male"
"875","1006469","Black","Male","Black Male"
"876","1006470","Black","Male","Black Male"
"877","1006490","Black","Male","Black Male"
"878","1006491","Black","Male","Black Male"
"879","1006509","Black","Male","Black Male"
"880","1006515","Black","Male","Black Male"
"881","1006518","Black","Male","Black Male"
"882","1006521","Black","Male","Black Male"
"883","1006539","Black","Male","Black Male"
"884","1006540","Black","Male","Black Male"
"885","1006551","Black","Male","Black Male"
"886","1006553","Black","Male","Black Male"
"887","1006556","Black","Male","Black Male"
"888","1006564","Black","Male","Black Male"
"889","1006567","Black","Male","Black Male"
"890","1006570","Black","Male","Black Male"
"891","1006571","Black","Male","Black Male"
"892","1006572","Black","Male","Black Male"
"893","1006576","Black","Male","Black Male"
"894","1006584","Black","Male","Black Male"
"895","1006585","Black","Male","Black Male"
"896","1006588","Black","Male","Black Male"
"897","1006596","Black","Male","Black Male"
"898","1006605","Black","Male","Black Male"
"899","1006607","Black","Male","Black Male"
"900","1006608","Black","Male","Black Male"
"901","1006613","Black","Male","Black Male"
"902","1006625","Black","Male","Black Male"
"903","1006633","Black","Male","Black Male"
"904","1006636","Black","Male","Black Male"
"905","1006639","Black","Male","Black Male"
"906","1006645","Black","Male","Black Male"
"907","1006646","Black","Male","Black Male"
"908","1006655","Black","Male","Black Male"
"909","1006657","Black","Male","Black Male"
"910","1006667","Black","Male","Black Male"
"911","1006676","Black","Male","Black Male"
"912","1006678","Black","Male","Black Male"
"913","1006680","Black","Male","Black Male"
"914","1006684","Black","Male","Black Male"
"915","1006694","Black","Male","Black Male"
"916","1006705","Black","Male","Black Male"
"917","1006715","Black","Male","Black Male"
"918","1006716","Black","Male","Black Male"
"919","1006724","Black","Male","Black Male"
"920","1006726","Black","Male","Black Male"
"921","1006729","Black","Male","Black Male"
"922","1006740","Black","Male","Black Male"
"923","1006741","Black","Male","Black Male"
"924","1006746","Black","Male","Black Male"
"925","1006749","Black","Male","Black Male"
"926","1006754","Black","Male","Black Male"
"927","1006755","Black","Male","Black Male"
"928","1006757","Black","Male","Black Male"
"929","1006768","Black","Male","Black Male"
"930","1006776","Black","Male","Black Male"
"931","1006788","Black","Male","Black Male"
"932","1006792","Black","Male","Black Male"
"933","1006799","Black","Male","Black Male"
"934","1006803","Black","Male","Black Male"
"935","1006822","Black","Male","Black Male"
"936","1006823","Black","Male","Black Male"
"937","1006826","Black","Male","Black Male"
"938","1006834","Black","Male","Black Male"
"939","1006835","Black","Male","Black Male"
"940","1006849","Black","Male","Black Male"
"941","1006855","Black","Male","Black Male"
"942","1006863","Black","Male","Black Male"
"943","1006868","Black","Male","Black Male"
"944","1006887","Black","Male","Black Male"
"945","1006893","Black","Male","Black Male"
"946","1006897","Black","Male","Black Male"
"947","1006901","Black","Male","Black Male"
"948","1006902","Black","Male","Black Male"
"949","1006912","Black","Male","Black Male"
"950","1006914","Black","Male","Black Male"
"951","1006919","Black","Male","Black Male"
"952","1006921","Black","Male","Black Male"
"953","1006938","Black","Male","Black Male"
"954","1006943","Black","Male","Black Male"
"955","1006944","Black","Male","Black Male"
"956","1006946","Black","Male","Black Male"
"957","1006952","Black","Male","Black Male"
"958","1006953","Black","Male","Black Male"
"959","1006959","Black","Male","Black Male"
"960","1006962","Black","Male","Black Male"
"961","1006965","Black","Male","Black Male"
"962","1006976","Black","Male","Black Male"
"963","1006977","Black","Male","Black Male"
"964","1006978","Black","Male","Black Male"
"965","1006979","Black","Male","Black Male"
"966","1007002","Black","Male","Black Male"
"967","1007004","Black","Male","Black Male"
"968","1007008","Black","Male","Black Male"
"969","1007010","Black","Male","Black Male"
"970","1007028","Black","Male","Black Male"
"971","1007031","Black","Male","Black Male"
"972","1007037","Black","Male","Black Male"
"973","1007052","Black","Male","Black Male"
"974","1007059","Black","Male","Black Male"
"975","1007066","Black","Male","Black Male"
"976","1007072","Black","Male","Black Male"
"977","1007078","Black","Male","Black Male"
"978","1007080","Black","Male","Black Male"
"979","1007087","Black","Male","Black Male"
"980","1007097","Black","Male","Black Male"
"981","1007106","Black","Male","Black Male"
"982","1007108","Black","Male","Black Male"
"983","1007109","Black","Male","Black Male"
"984","1007110","Black","Male","Black Male"
"985","1007111","Black","Male","Black Male"
"986","1007117","Black","Male","Black Male"
"987","1007126","Black","Male","Black Male"
"988","1007129","Black","Male","Black Male"
"989","1007141","Black","Male","Black Male"
"990","1007145","Black","Male","Black Male"
"991","1007150","Black","Male","Black Male"
"992","1007162","Black","Male","Black Male"
"993","1007165","Black","Male","Black Male"
"994","1007169","Black","Male","Black Male"
"995","1007175","Black","Male","Black Male"
"996","1007182","Black","Male","Black Male"
"997","1007190","Black","Male","Black Male"
"998","1007225","Black","Male","Black Male"
"999","1007236","Black","Male","Black Male"
"1000","1007270","Black","Male","Black Male"
"1001","1007271","Black","Male","Black Male"
"1002","1007286","Black","Male","Black Male"
"1003","1007299","Black","Male","Black Male"
"1004","1007305","Black","Male","Black Male"
"1005","1007309","Black","Male","Black Male"
"1006","1007326","Black","Male","Black Male"
"1007","1007337","Black","Male","Black Male"
"1008","1007340","Black","Male","Black Male"
"1009","1007348","Black","Male","Black Male"
"1010","1007352","Black","Male","Black Male"
"1011","1007356","Black","Male","Black Male"
"1012","1007360","Black","Male","Black Male"
"1013","1007362","Black","Male","Black Male"
"1014","1007363","Black","Male","Black Male"
"1015","1007376","Black","Male","Black Male"
"1016","1007382","Black","Male","Black Male"
"1017","1007393","Black","Male","Black Male"
"1018","1007396","Black","Male","Black Male"
"1019","1007407","Black","Male","Black Male"
"1020","1007411","Black","Male","Black Male"
"1021","1007426","Black","Male","Black Male"
"1022","1007432","Black","Male","Black Male"
"1023","1007434","Black","Male","Black Male"
"1024","1007447","Black","Male","Black Male"
